,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,bound sulfur dioxide,free sulfur dioxide,pH,sulphates,alcohol
5410,6.4,0.38,0.24,7.2,0.047,110.0,41.0,3.11,0.6,9.2
2994,6.8,0.24,0.29,9.5,0.042,101.0,56.0,3.11,0.51,10.1
3797,7.2,0.21,0.36,15.7,0.045,115.0,68.0,3.25,0.76,9.4
3410,6.8,0.33,0.31,7.4,0.045,109.0,34.0,3.06,0.55,12.2
2313,7.2,0.19,0.27,11.2,0.061,103.0,46.0,2.99,0.59,9.3
2087,8.1,0.34,0.28,7.5,0.04,160.0,70.0,3.14,0.55,9.8
4706,7.5,0.19,0.49,1.8,0.055,91.0,19.0,3.33,0.44,9.9
1153,5.7,0.21,0.24,2.3,0.047,129.0,60.0,3.65,0.72,10.1
3339,7.0,0.3,0.28,2.2,0.042,156.0,21.0,3.2,0.57,11.4
4767,7.2,0.32,0.47,5.1,0.044,46.0,19.0,3.03,0.41,12.6
412,6.0,0.16,0.37,1.5,0.025,74.0,43.0,3.46,0.51,9.7
5645,6.9,0.4,0.37,8.9,0.053,112.0,36.0,3.16,0.5,9.3
2037,7.2,0.3,0.3,8.1,0.05,148.0,40.0,3.15,0.49,9.1
4435,6.4,0.31,0.53,8.8,0.057,185.0,36.0,3.17,0.44,9.1
4165,6.9,0.19,0.31,19.25,0.043,129.0,38.0,2.93,0.52,9.1
4388,6.2,0.23,0.35,0.7,0.051,87.0,24.0,3.37,0.43,11.0
4745,7.8,0.28,0.49,1.3,0.046,115.0,27.0,3.09,0.59,10.2
4283,5.8,0.29,0.27,1.6,0.062,123.0,17.0,3.23,0.35,11.1
1782,7.5,0.33,0.32,11.1,0.036,94.0,25.0,3.15,0.34,10.5
5754,6.6,0.35,0.34,4.9,0.032,116.0,9.0,3.32,0.81,12.0
1118,9.6,0.25,0.54,1.3,0.04,144.0,16.0,2.94,0.43,10.5
13,6.6,0.16,0.4,1.5,0.044,95.0,48.0,3.54,0.52,12.4
1195,7.3,0.18,0.29,1.2,0.044,131.0,12.0,3.2,0.48,11.3
2648,7.7,0.18,0.53,1.2,0.041,125.0,42.0,3.11,0.44,11.9
5938,6.8,0.24,0.31,18.3,0.046,102.0,40.0,3.3,0.41,8.7
5874,6.6,0.58,0.3,5.1,0.057,93.0,30.0,3.24,0.38,9.0
4150,5.8,0.35,0.29,3.2,0.034,110.0,41.0,3.35,0.58,11.63333333
5235,6.7,0.31,0.44,6.7,0.054,131.0,29.0,3.04,0.44,9.6
447,7.4,0.25,0.36,13.2,0.067,125.0,53.0,3.01,0.48,9.0
4057,5.6,0.22,0.32,1.2,0.024,68.0,29.0,3.2,0.46,13.05
5976,6.5,0.26,0.32,6.65,0.059,70.0,34.0,3.18,0.42,11.1
3815,6.7,0.41,0.24,5.4,0.035,82.0,33.0,3.12,0.44,12.89333333
5821,5.7,0.16,0.32,1.2,0.036,82.0,7.0,3.26,0.48,11.0
1516,6.5,0.18,0.26,1.4,0.041,101.0,40.0,3.34,0.72,9.5
498,7.0,0.23,0.33,5.8,0.04,111.0,25.0,3.19,0.58,9.5
1057,7.1,0.44,0.37,2.7,0.041,93.0,35.0,3.07,0.43,13.5
1229,6.9,0.23,0.24,14.2,0.053,75.0,19.0,3.17,0.5,9.6
2819,6.7,0.13,0.57,6.6,0.056,90.0,60.0,2.96,0.43,9.4
1052,7.7,0.39,0.3,5.2,0.037,102.0,29.0,3.38,0.44,11.0
5674,7.7,0.3,0.26,18.95,0.053,138.0,36.0,3.2,0.5,10.4
3543,7.6,0.19,0.37,13.1,0.033,99.0,52.0,3.18,0.79,10.4
5212,6.0,0.16,0.3,6.7,0.043,110.0,43.0,3.63,0.46,10.6
77,8.6,0.265,0.36,1.2,0.034,65.0,15.0,2.95,0.36,11.4
1121,8.1,0.2,0.36,9.7,0.044,99.0,63.0,3.1,0.46,10.0
1701,8.4,0.2,0.38,11.8,0.055,119.0,51.0,3.34,0.82,8.9
101,6.1,0.3,0.56,2.8,0.044,132.0,47.0,3.3,0.57,10.9
2368,6.9,0.615,0.42,12.0,0.067,107.0,24.0,3.19,0.34,9.3
3114,8.1,0.26,0.27,4.3,0.03,80.0,43.0,3.16,0.33,11.2
3441,6.2,0.28,0.51,7.9,0.056,157.0,49.0,3.18,0.52,9.4
5243,7.6,0.31,0.23,12.7,0.054,119.0,20.0,3.16,0.5,9.7
674,6.6,0.21,0.31,11.4,0.039,119.0,46.0,3.41,0.44,9.8
1668,7.0,0.12,0.32,7.2,0.058,67.0,22.0,3.29,0.38,9.2
5031,6.3,0.18,0.22,5.6,0.047,102.0,45.0,3.09,0.54,10.0
2868,6.4,0.15,0.29,1.8,0.044,94.0,21.0,3.1,0.38,10.2
2530,7.7,0.25,0.3,7.8,0.038,129.0,67.0,3.1,0.5,10.1
918,7.0,0.24,0.32,1.3,0.037,84.0,39.0,3.17,0.42,11.2
4066,6.0,0.27,0.26,1.3,0.038,106.0,32.0,3.46,0.43,11.1
5773,6.0,0.14,0.37,1.2,0.032,85.0,63.0,3.32,0.44,11.2
739,7.1,0.21,0.32,2.2,0.037,113.0,28.0,3.2,0.57,10.0
2967,6.4,0.22,0.32,4.9,0.046,106.0,50.0,3.38,0.55,11.2
5247,6.9,0.35,0.55,11.95,0.038,89.0,22.0,3.11,0.29,9.7
2176,5.8,0.3,0.12,1.6,0.036,106.0,57.0,3.38,0.59,10.5
2242,6.4,0.22,0.34,1.4,0.023,59.0,56.0,3.18,0.7,11.7
5121,7.6,0.285,0.32,14.6,0.063,169.0,32.0,3.0,0.45,9.2
5803,6.0,0.26,0.34,1.3,0.046,23.0,6.0,3.29,0.63,10.4
1330,6.9,0.24,0.49,1.3,0.032,113.0,35.0,3.45,0.57,10.7
5877,6.6,0.26,0.46,6.9,0.047,124.0,59.0,3.2,0.45,9.3
5842,7.5,0.15,0.38,1.8,0.054,82.0,19.0,3.24,0.44,10.0
5577,7.1,0.28,0.19,7.8,0.04,136.0,48.0,3.16,0.5,9.4
5049,7.2,0.15,0.39,1.8,0.043,138.0,21.0,3.52,0.47,10.0
2275,7.4,0.2,0.37,1.2,0.028,61.0,28.0,3.14,0.61,11.8
1464,9.3,0.2,0.33,1.7,0.05,150.0,28.0,3.16,0.43,9.0
672,6.0,0.28,0.49,6.8,0.048,161.0,61.0,3.19,0.47,9.3
2533,7.0,0.31,0.31,9.1,0.036,95.0,45.0,2.98,0.31,12.0
1010,6.6,0.21,0.38,2.2,0.026,64.0,40.0,3.25,0.4,11.1
4766,8.6,0.23,0.4,4.2,0.035,92.0,17.0,3.14,0.53,9.7
4913,6.5,0.41,0.22,4.8,0.052,93.0,49.0,3.14,0.62,9.2
4943,6.6,0.24,0.28,1.8,0.028,93.0,39.0,3.34,0.46,11.4
4723,6.4,0.32,0.23,16.2,0.055,140.0,36.0,3.26,0.54,9.1
4085,6.4,0.17,0.34,13.4,0.044,94.0,45.0,3.06,0.43,9.1
1761,6.7,0.23,0.33,1.8,0.036,73.0,23.0,3.32,0.4,10.8
1693,8.1,0.22,0.28,7.7,0.043,119.0,57.0,3.12,0.55,10.0
797,7.3,0.25,0.39,6.4,0.034,76.0,8.0,3.18,0.46,11.5
2974,6.7,0.38,0.26,9.55,0.036,56.0,35.0,2.98,0.37,12.4
5811,6.8,0.26,0.34,15.1,0.06,120.0,42.0,3.24,0.52,10.5
2114,7.8,0.32,0.33,10.4,0.031,147.0,47.0,3.07,0.58,9.6
3080,6.9,0.33,0.31,4.2,0.04,72.0,21.0,3.18,0.48,13.4
497,6.9,0.28,0.27,2.1,0.036,79.0,42.0,3.42,0.49,10.8
1083,8.0,0.22,0.42,14.6,0.044,118.0,45.0,3.21,0.69,8.6
1091,7.8,0.16,0.41,1.7,0.026,111.0,29.0,3.02,0.78,12.5
4941,6.8,0.33,0.44,7.0,0.05,126.0,29.0,3.14,0.42,9.5
5211,8.0,0.25,0.13,17.2,0.036,170.0,49.0,2.96,0.46,9.7
2393,6.3,0.2,0.24,1.7,0.052,99.0,36.0,3.8,0.66,10.8
3167,5.8,0.2,0.24,1.4,0.033,104.0,65.0,3.59,0.56,12.3
80,6.0,0.21,0.24,12.1,0.05,109.0,55.0,3.34,0.39,9.4
188,6.4,0.17,0.32,2.4,0.048,159.0,41.0,3.5,0.5,9.7
1006,7.4,0.22,0.33,2.0,0.045,70.0,31.0,3.42,0.55,11.4
4126,5.8,0.26,0.29,1.0,0.042,66.0,35.0,3.36,0.48,11.4
3683,7.4,0.16,0.3,13.7,0.056,135.0,33.0,2.9,0.44,8.7
4660,7.2,0.6,0.2,9.9,0.07,153.0,21.0,3.03,0.54,9.1
2959,5.9,0.19,0.21,1.7,0.045,78.0,57.0,3.32,0.44,9.5
5939,8.1,0.5,0.47,1.1,0.037,103.0,23.0,3.21,0.42,10.9
2661,7.0,0.15,0.38,15.3,0.045,66.0,54.0,3.18,0.42,9.8
3110,7.2,0.24,0.28,1.9,0.032,62.0,30.0,3.1,0.39,10.9
2478,6.7,0.48,0.32,1.4,0.021,99.0,22.0,3.15,0.53,12.7
4405,7.2,0.19,0.39,1.2,0.036,53.0,32.0,3.16,0.5,10.5
4870,5.7,0.46,0.46,1.4,0.04,138.0,31.0,3.13,0.47,8.8
1422,7.0,0.35,0.3,6.5,0.028,60.0,27.0,3.4,0.42,11.4
5855,6.7,0.2,0.37,1.65,0.025,61.0,42.0,3.11,0.45,11.4
4106,8.3,0.49,0.23,6.65,0.034,152.0,6.0,3.05,0.48,11.2
5332,7.3,0.25,0.39,6.4,0.034,76.0,8.0,3.18,0.46,11.5
3493,6.4,0.17,0.3,2.8,0.034,92.0,33.0,3.03,0.49,10.4
5026,6.1,0.25,0.49,7.6,0.052,159.0,67.0,3.16,0.47,8.9
1799,6.7,0.24,0.33,12.3,0.046,114.0,31.0,3.36,0.4,9.5
3288,7.0,0.15,0.28,14.7,0.051,120.0,29.0,2.96,0.39,9.0
3607,6.4,0.14,0.28,7.9,0.057,61.0,21.0,3.26,0.36,10.0
5776,6.5,0.23,0.36,16.3,0.038,90.0,43.0,3.26,0.41,8.8
5927,5.8,0.33,0.23,5.0,0.053,77.0,29.0,3.13,0.52,9.0
3695,7.6,0.27,0.32,1.2,0.043,49.0,23.0,3.06,0.68,10.5
4485,7.1,0.27,0.31,18.2,0.046,197.0,55.0,3.07,0.56,8.7
2063,9.2,0.19,0.42,2.0,0.047,88.0,16.0,3.09,0.66,10.0
3267,7.7,0.31,0.23,2.0,0.069,105.0,29.0,3.11,0.62,9.8
3292,6.3,0.28,0.29,6.8,0.051,103.0,40.0,3.43,0.59,11.0
5339,8.7,0.31,0.21,5.6,0.039,39.0,28.0,2.96,0.52,11.0
3213,6.8,0.52,0.26,5.7,0.038,103.0,27.0,3.11,0.27,13.0
470,5.9,0.21,0.24,12.1,0.044,112.0,53.0,3.25,0.39,9.5
5598,6.1,0.2,0.4,1.9,0.028,106.0,32.0,3.26,0.72,11.7
2154,6.6,0.32,0.34,7.7,0.044,149.0,63.0,3.22,0.48,9.7
4612,8.0,0.18,0.49,1.8,0.061,135.0,10.0,3.23,0.48,10.0
712,7.3,0.21,0.29,1.6,0.034,89.0,29.0,3.3,0.5,11.0
6000,6.6,0.36,0.52,10.1,0.05,111.0,29.0,3.07,0.4,9.4
4708,6.1,0.22,0.28,16.55,0.059,81.0,54.0,3.2,0.38,10.5
2636,6.9,0.25,0.47,8.4,0.042,120.0,36.0,3.15,0.55,9.4
830,7.4,0.3,0.3,5.2,0.053,118.0,45.0,3.12,0.45,10.3
3914,6.6,0.22,0.23,17.3,0.047,81.0,37.0,3.08,0.46,8.8
1127,7.3,0.43,0.37,4.6,0.028,97.0,17.0,3.23,0.43,13.2
4081,6.5,0.36,0.31,13.55,0.053,93.0,20.0,3.2,0.56,11.0
2278,8.1,0.33,0.22,5.2,0.047,127.0,24.0,3.22,0.47,10.3
1682,6.8,0.27,0.35,7.8,0.048,121.0,76.0,3.24,0.43,9.5
4035,5.9,0.29,0.32,1.4,0.022,30.0,17.0,3.35,0.35,11.5
507,7.2,0.24,0.4,1.4,0.045,75.0,31.0,2.88,0.38,10.8
260,5.8,0.34,0.21,6.6,0.04,117.0,50.0,3.29,0.62,10.0
5981,6.0,0.21,0.3,8.7,0.036,80.0,47.0,3.18,0.39,10.6
289,7.1,0.145,0.33,4.6,0.05,98.0,33.0,3.28,0.4,9.6
1629,7.1,0.18,0.26,1.3,0.041,51.0,20.0,3.04,0.74,9.9
920,7.0,0.17,0.33,4.0,0.034,110.0,17.0,3.19,0.39,10.6
1109,7.8,0.23,0.28,4.75,0.042,121.0,45.0,2.96,0.4,11.5
5036,8.3,0.23,0.43,3.2,0.035,87.0,14.0,3.15,0.36,11.5
1434,7.4,0.26,0.37,9.4,0.047,105.0,42.0,3.46,0.72,10.0
5650,7.6,0.21,0.35,1.2,0.041,99.0,7.0,3.06,0.45,11.3
4160,7.2,0.26,0.32,10.4,0.062,91.0,23.0,3.23,0.49,10.5
4854,7.5,0.15,0.38,1.8,0.054,82.0,19.0,3.24,0.44,10.0
329,7.0,0.3,0.38,14.9,0.032,121.0,60.0,3.18,0.61,9.3
5685,6.8,0.31,0.32,7.6,0.052,108.0,35.0,3.14,0.38,9.0
3794,5.7,0.26,0.24,17.8,0.059,101.0,23.0,3.3,0.5,10.1
76,7.1,0.26,0.29,12.4,0.044,178.0,62.0,3.04,0.42,9.2
738,6.9,0.12,0.36,2.2,0.037,93.0,18.0,3.41,0.82,11.9
745,6.5,0.3,0.32,2.0,0.044,56.0,34.0,3.37,0.68,11.0
4698,8.0,0.3,0.49,9.4,0.046,141.0,47.0,3.14,0.48,10.0
5996,5.2,0.17,0.27,0.7,0.03,57.0,11.0,3.3,0.41,9.8
3242,5.6,0.21,0.24,4.4,0.027,113.0,37.0,3.3,0.31,11.5
4434,6.5,0.26,0.5,8.0,0.051,151.0,46.0,3.18,0.47,9.5
3549,6.1,0.28,0.3,7.75,0.031,106.0,33.0,3.22,0.46,11.0
4979,8.1,0.46,0.31,1.7,0.052,133.0,50.0,3.03,0.42,11.2
5072,6.1,0.22,0.31,1.4,0.039,89.0,40.0,3.45,0.59,10.9
3426,6.0,0.21,0.3,8.7,0.036,80.0,47.0,3.18,0.39,10.6
5350,7.1,0.31,0.5,14.5,0.059,142.0,6.0,2.94,0.44,9.1
2812,8.2,0.3,0.44,12.4,0.043,102.0,52.0,3.04,0.33,12.0
2068,6.6,0.23,0.18,8.5,0.044,129.0,59.0,3.16,0.49,9.5
3867,7.1,0.23,0.23,3.5,0.038,89.0,23.0,3.05,0.37,11.36666667
4346,7.0,0.36,0.14,11.6,0.043,193.0,35.0,3.13,0.51,8.9
2857,7.5,0.33,0.36,2.6,0.051,100.0,26.0,3.32,0.53,12.7
1241,7.8,0.43,0.49,13.0,0.033,121.0,37.0,3.14,0.35,11.3
2734,6.6,0.39,0.39,11.9,0.057,170.0,51.0,3.26,0.51,8.9
1775,7.6,0.18,0.36,2.4,0.049,85.0,38.0,3.6,0.46,10.3
4692,7.5,0.29,0.26,14.95,0.067,131.0,47.0,3.04,0.49,9.2
5726,6.8,0.44,0.37,5.1,0.047,155.0,46.0,3.08,0.65,10.5
741,7.4,0.26,0.43,6.0,0.022,103.0,22.0,3.13,0.55,11.5
1793,6.6,0.22,0.53,15.1,0.052,114.0,22.0,2.94,0.35,9.4
4696,8.9,0.34,0.32,1.3,0.041,176.0,12.0,3.17,0.49,9.5
323,7.5,0.35,0.28,9.6,0.051,131.0,26.0,3.12,0.53,9.2
2862,6.4,0.23,0.32,1.9,0.038,78.0,40.0,3.32,0.53,11.8
3997,5.1,0.305,0.13,1.75,0.036,56.0,17.0,3.4,0.51,12.33333333
5041,8.6,0.485,0.29,4.1,0.026,82.0,19.0,3.01,0.38,12.4
5134,8.8,0.19,0.3,5.0,0.028,86.0,34.0,2.94,0.47,11.2
1393,7.9,0.22,0.49,3.8,0.042,79.0,26.0,3.1,0.39,10.5
3012,7.1,0.17,0.4,14.55,0.047,109.0,47.0,3.34,0.78,9.1
4509,7.6,0.27,0.29,2.5,0.059,78.0,37.0,3.09,0.37,9.8
4883,5.7,0.335,0.34,1.0,0.04,161.0,13.0,3.27,0.66,10.0
1880,7.9,0.28,0.41,4.9,0.058,122.0,31.0,3.27,0.51,9.7
1947,6.6,0.19,0.43,10.9,0.045,101.0,53.0,3.52,0.77,10.4
1300,8.3,0.2,0.49,1.7,0.038,129.0,38.0,3.05,0.37,10.1
4787,7.2,0.34,0.3,8.4,0.051,127.0,40.0,3.48,0.62,9.7
1034,5.0,0.33,0.16,1.5,0.049,87.0,10.0,3.48,0.44,10.7
4856,8.2,0.26,0.33,2.6,0.053,60.0,11.0,2.89,0.49,9.5
3547,6.4,0.26,0.26,1.1,0.052,154.0,22.0,3.09,0.54,9.3
5088,7.0,0.61,0.26,1.7,0.051,136.0,25.0,3.36,0.6,10.6
1988,9.4,0.28,0.3,1.6,0.045,103.0,36.0,3.11,0.49,9.3
4112,6.2,0.28,0.41,5.0,0.043,138.0,50.0,3.23,0.64,10.8
1860,7.4,0.19,0.3,12.8,0.053,180.5,48.5,3.14,0.49,9.1
29,5.8,0.27,0.2,14.95,0.044,157.0,22.0,3.37,0.37,10.2
57,6.2,0.27,0.43,7.8,0.056,196.0,48.0,3.1,0.51,9.0
3985,6.8,0.31,0.25,10.5,0.043,135.0,30.0,3.36,0.55,10.55
4992,7.2,0.19,0.39,1.2,0.036,53.0,32.0,3.16,0.5,10.5
3178,7.0,0.16,0.25,14.3,0.044,122.0,27.0,2.91,0.46,9.2
2876,7.8,0.25,0.37,1.0,0.043,70.0,10.0,3.08,0.38,11.4
2755,6.8,0.39,0.34,7.4,0.02,95.0,38.0,3.18,0.44,12.0
3009,5.8,0.24,0.26,10.05,0.039,99.0,63.0,3.33,0.5,11.2
4116,6.0,0.24,0.41,1.3,0.036,76.0,42.0,3.04,0.64,11.73333333
5546,7.2,0.34,0.3,8.4,0.051,127.0,40.0,3.48,0.62,9.7
253,7.3,0.4,0.24,6.7,0.058,125.0,41.0,3.2,0.41,9.9
783,5.9,0.29,0.33,7.4,0.037,147.0,58.0,3.26,0.41,9.6
4683,7.8,0.27,0.28,1.8,0.05,106.0,21.0,3.15,0.44,9.9
2410,6.6,0.25,0.51,8.0,0.047,128.0,61.0,3.22,0.49,9.2
36,6.7,0.23,0.26,1.4,0.06,121.0,33.0,3.24,0.56,9.5
4593,6.8,0.32,0.18,7.5,0.041,152.0,71.0,3.14,0.41,8.9
5269,5.6,0.41,0.22,7.1,0.05,110.0,44.0,3.3,0.4,10.5
22,6.9,0.24,0.35,1.0,0.052,111.0,35.0,3.45,0.44,10.0
1742,5.5,0.14,0.27,4.6,0.029,82.0,22.0,3.34,0.44,9.0
3136,7.0,0.48,0.12,4.5,0.05,63.0,23.0,2.86,0.35,9.0
1314,8.1,0.28,0.49,1.0,0.04,116.0,32.0,3.13,0.41,10.0
3943,6.4,0.28,0.22,12.8,0.039,99.0,51.0,3.23,0.43,10.7
2133,6.4,0.37,0.37,4.85,0.041,177.0,39.5,3.1,0.5,9.8
5281,6.4,0.24,0.29,1.0,0.038,104.0,18.0,3.3,0.42,11.5
2442,6.4,0.14,0.31,1.2,0.034,85.0,53.0,3.38,0.35,11.5
3214,7.1,0.28,0.28,8.5,0.03,166.0,25.0,3.16,0.46,12.2
4215,5.6,0.26,0.5,11.4,0.029,68.0,25.0,3.23,0.49,10.5
2173,7.3,0.16,0.35,1.5,0.036,79.0,29.0,3.27,0.51,10.2
3240,7.1,0.21,0.35,2.5,0.04,145.0,41.0,3.32,0.56,12.5
1129,6.9,0.16,0.35,1.3,0.043,161.0,21.0,3.25,0.62,10.8
2797,6.8,0.45,0.36,5.0,0.033,128.0,28.0,3.11,0.4,12.4
1360,5.6,0.39,0.24,4.7,0.034,50.0,27.0,3.28,0.36,12.7
2982,7.7,0.46,0.18,3.3,0.054,125.0,18.0,3.12,0.51,10.8
264,6.1,0.125,0.25,3.3,0.04,59.0,10.0,3.54,0.59,10.1
2650,7.6,0.17,0.36,4.5,0.042,76.0,26.0,3.09,0.47,9.5
1552,6.8,0.3,0.35,2.8,0.038,154.0,10.0,3.09,0.53,12.0
444,6.1,0.28,0.22,1.8,0.034,84.0,32.0,3.36,0.44,12.6
2655,6.2,0.25,0.38,7.9,0.045,154.0,54.0,3.17,0.46,9.1
454,6.8,0.25,0.24,4.55,0.053,170.0,41.0,3.37,0.67,9.5
5,8.1,0.28,0.4,6.9,0.05,67.0,30.0,3.26,0.44,10.1
528,6.9,0.24,0.33,4.8,0.04,115.0,16.0,3.26,0.64,10.7
5113,6.8,0.22,0.36,1.2,0.052,89.0,38.0,3.04,0.54,9.2
5038,7.0,0.44,0.24,12.1,0.056,142.0,68.0,3.05,0.5,9.5
3238,6.8,0.31,0.3,8.0,0.028,89.0,33.0,3.13,0.63,12.6
3873,6.5,0.315,0.2,6.6,0.041,117.0,9.0,2.94,0.51,8.8
534,5.6,0.35,0.14,5.0,0.046,150.0,48.0,3.3,0.71,10.3
2704,6.7,0.24,0.46,2.2,0.033,92.0,19.0,3.1,0.62,11.9
2821,6.7,0.31,0.32,14.5,0.038,73.0,6.0,3.14,0.34,12.5
171,6.1,0.4,0.31,0.9,0.048,147.0,23.0,3.22,0.77,9.5
623,7.1,0.21,0.31,3.8,0.021,102.0,40.0,3.17,0.39,10.8
5527,7.3,0.25,0.39,6.4,0.034,76.0,8.0,3.18,0.46,11.5
3793,6.6,0.26,0.27,11.8,0.048,84.0,28.0,2.87,0.49,9.7
2788,6.4,0.22,0.38,9.1,0.044,92.0,35.0,2.97,0.3,11.0
4898,7.2,0.15,0.39,1.8,0.043,138.0,21.0,3.52,0.47,10.0
1632,6.8,0.43,0.3,3.5,0.033,108.0,27.0,3.0,0.37,12.0
1098,7.2,0.32,0.33,1.4,0.029,80.0,29.0,3.15,0.51,12.8
4981,6.5,0.39,0.23,5.4,0.051,124.0,25.0,3.24,0.35,10.0
1461,6.5,0.18,0.34,1.6,0.04,105.0,43.0,3.32,0.59,11.5
1292,7.3,0.22,0.49,9.4,0.034,105.0,29.0,2.99,0.32,11.0
4053,6.4,0.3,0.27,4.4,0.055,118.0,17.0,3.23,0.44,12.2
4672,6.9,0.4,0.56,11.2,0.043,102.0,40.0,3.14,0.46,8.7
5798,6.4,0.32,0.23,16.2,0.055,140.0,36.0,3.26,0.54,9.1
4410,6.4,0.43,0.32,1.4,0.048,57.0,10.0,3.08,0.41,11.4
5178,6.2,0.33,0.14,4.8,0.052,101.0,27.0,3.21,0.48,9.4
4995,7.5,0.29,0.36,15.7,0.05,95.0,29.0,3.06,0.54,10.4
5395,7.5,0.19,0.49,1.8,0.055,91.0,19.0,3.33,0.44,9.9
2879,6.8,0.17,0.35,1.8,0.04,55.0,29.0,2.91,0.57,12.0
3419,6.0,0.21,0.3,8.7,0.036,80.0,47.0,3.18,0.39,10.6
4097,7.3,0.28,0.37,1.2,0.039,73.0,26.0,3.01,0.62,10.8
3030,6.6,0.15,0.32,6.0,0.033,69.0,59.0,3.19,0.71,12.1
532,6.2,0.17,0.28,4.7,0.037,94.0,39.0,3.41,0.46,10.8
4511,6.9,0.38,0.28,8.3,0.062,144.0,22.0,3.16,0.72,10.6
2117,8.2,0.26,0.33,2.6,0.053,60.0,11.0,2.89,0.49,9.5
2574,6.3,0.22,0.22,5.6,0.039,97.0,31.0,3.12,0.46,10.4
4211,6.0,0.27,0.32,3.6,0.035,97.0,36.0,3.23,0.46,10.8
5176,7.2,0.31,0.35,7.2,0.046,133.0,45.0,3.14,0.53,9.7
5020,5.6,0.12,0.26,4.3,0.038,79.0,18.0,3.36,0.46,9.2
138,7.1,0.3,0.46,1.5,0.066,104.0,29.0,3.12,0.54,12.7
693,6.8,0.25,0.38,8.1,0.046,131.0,24.0,3.33,0.59,10.2
5744,7.6,0.31,0.29,10.5,0.04,124.0,21.0,3.04,0.35,9.4
764,7.1,0.25,0.39,2.1,0.036,94.0,30.0,3.28,0.43,12.2
2997,6.1,0.3,0.3,2.1,0.031,113.0,50.0,3.39,0.43,12.7
1061,8.1,0.43,0.42,6.6,0.033,105.0,36.0,2.98,0.39,13.3
5556,6.4,0.28,0.17,8.3,0.042,134.0,61.0,3.22,0.46,9.4
3929,6.5,0.29,0.3,9.15,0.051,141.0,25.0,3.24,0.56,11.33333333
4484,7.6,0.3,0.25,4.3,0.054,89.0,22.0,3.12,0.49,9.2
4246,6.4,0.31,0.31,12.9,0.045,106.0,55.0,3.02,0.59,10.2
3400,7.3,0.36,0.54,13.3,0.054,130.0,63.0,3.06,0.49,8.6
4069,5.9,0.34,0.25,2.0,0.042,98.0,12.0,3.02,0.54,11.4
5066,9.0,0.29,0.34,12.1,0.03,143.0,34.0,3.13,0.47,10.6
2871,8.0,0.34,0.25,6.4,0.035,65.0,38.0,2.91,0.23,12.2
5420,6.5,0.27,0.4,10.0,0.039,153.0,74.0,3.18,0.5,9.4
4367,6.5,0.32,0.48,8.0,0.026,70.0,18.0,3.22,0.79,12.7
5421,6.1,0.2,0.25,1.2,0.038,94.0,34.0,3.24,0.44,10.1
2140,7.7,0.39,0.49,7.7,0.036,99.0,11.0,3.33,0.76,10.0
246,7.5,0.17,0.44,11.3,0.046,81.0,65.0,3.17,0.45,10.0
1690,7.6,0.2,0.3,14.2,0.056,159.5,53.0,3.14,0.46,8.9
177,5.8,0.26,0.24,9.2,0.044,97.0,55.0,3.31,0.38,9.4
288,5.4,0.29,0.47,3.0,0.052,98.0,47.0,3.29,0.75,10.0
3647,6.8,0.27,0.28,7.8,0.038,63.0,26.0,3.24,0.34,12.5
4190,6.6,0.27,0.32,1.3,0.044,75.0,18.0,3.11,0.56,12.25
891,9.4,0.29,0.55,2.2,0.05,102.0,17.0,3.12,0.69,10.3
560,7.1,0.17,0.38,7.4,0.052,133.0,49.0,3.35,0.52,9.6
3517,6.0,0.26,0.29,3.1,0.041,107.0,37.0,3.22,0.39,12.8
5187,7.4,0.38,0.27,7.5,0.041,136.0,24.0,3.17,0.43,10.0
760,5.9,0.31,0.3,7.7,0.047,146.0,60.0,3.2,0.39,9.6
2789,7.9,0.34,0.44,6.5,0.027,79.0,47.0,2.96,0.37,12.5
1624,6.0,0.28,0.35,1.9,0.037,104.0,16.0,3.16,0.69,10.6
5946,6.6,0.24,0.22,12.3,0.051,111.0,35.0,3.1,0.67,9.4
313,6.6,0.905,0.19,0.8,0.048,187.0,17.0,3.34,0.56,10.0
2344,6.8,0.24,0.37,7.45,0.043,129.0,59.0,3.2,0.5,9.4
4255,6.4,0.105,0.29,1.1,0.035,96.0,44.0,3.17,0.55,10.7
5597,6.8,0.29,0.34,3.5,0.054,163.0,26.0,3.42,0.58,10.4
5623,6.4,0.32,0.23,16.2,0.055,140.0,36.0,3.26,0.54,9.1
91,6.0,0.31,0.24,3.3,0.041,118.0,25.0,3.31,0.44,11.3
4268,5.1,0.26,0.33,1.1,0.027,67.0,46.0,3.35,0.43,11.4
2209,6.9,0.21,0.24,1.8,0.021,63.0,17.0,3.15,0.46,12.3
1379,7.0,0.14,0.49,5.9,0.053,96.0,22.0,3.36,0.36,9.4
5930,5.8,0.28,0.35,2.3,0.053,78.0,36.0,3.28,0.5,10.2
129,6.4,0.22,0.56,14.5,0.055,132.0,27.0,2.98,0.4,9.1
2348,5.2,0.28,0.29,1.1,0.028,51.0,18.0,3.24,0.54,10.0
4642,6.4,0.27,0.45,8.3,0.05,144.0,52.0,3.18,0.48,9.5
4044,6.1,0.37,0.46,12.0,0.042,149.0,61.0,3.17,0.59,9.7
4460,6.9,0.42,0.2,15.4,0.043,144.0,57.0,3.08,0.54,9.4
4627,7.6,0.25,0.34,1.3,0.056,142.0,34.0,3.1,0.51,9.5
